url,source,summary,title
https://www.lavoz.com.ar/politica/un-diputado-kirchnerista-presento-un-proyecto-de-ley-para-condenar-negacionismo-del-terrori,La Voz,"Un diputado kirchnerista presentó un proyecto de ley para ""condenar el negacionismo del terrorismo de Estado""","Un diputado kirchnerista presentó un proyecto de ley para ""condenar el negacionismo del terrorismo de Estado"""
https://www.lavoz.com.ar/ciudadanos/un-total-de-16-pasajeros-dieron-positivo-en-testeos-que-se-hicieron-en-aeroparque-y-ezeiz,La Voz,Un total de 16 pasajeros dieron positivo en los testeos que se hicieron en Aeroparque y Ezeiza,Un total de 16 pasajeros dieron positivo en los testeos que se hicieron en Aeroparque y Ezeiza
https://www.ambito.com/politica/vacunas/salud-la-investigacion-el-calafate-el-intercambio-insumos-es-habitual-n5180502,Ambito,"Salud sobre la investigación de vacunas a El Calafate: ""El intercambio de insumos es habitual""","Salud sobre la investigación de vacunas a El Calafate: ""El intercambio de insumos es habitual"""
https://www.ambito.com/economia/carne/las-exportaciones-subieron-mas-5-anual-febrero-n5180491,Ambito,Las exportaciones de carne subieron más de 5% anual en febrero,Las exportaciones de carne subieron más de 5% anual en febrero
https://www.cronista.com/informacion-gral/detectan-en-el-pais-variantes-del-coronavirus-del-reino-unido-manaos-y-california-mas-contagiosas-y-letales/,Cronista,"Detectan en el país variantes del coronavirus del Reino Unido, Manaos y California: más contagiosas y letales","Detectan en el país variantes del coronavirus del Reino Unido, Manaos y California: más contagiosas y letales"
https://www.cronista.com/internacionales/lacalle-pou-sobre-el-mercosur-si-seguimos-asi-10-anos-mas-el-mundo-nos-pasa-por-encima/,Cronista,"Lacalle Pou sobre el Mercosur: ""Si seguimos así 10 años más, el mundo nos pasa por encima""","Lacalle Pou sobre el Mercosur: ""Si seguimos así 10 años más, el mundo nos pasa por encima"""
https://www.clarin.com/politica/asumir-martin-soria-hablo-justicia-opaca-alejada-ciudadania-_0_Ud0c1g2e1.html,Clarin,"Tras asumir, Martín Soria habló de una Justicia ""opaca y alejada de la ciudadanía""","Tras asumir, Martín Soria habló de una Justicia ""opaca y alejada de la ciudadanía"""
https://www.clarin.com/cultura/murio-escritor-carlos-busqued_0_v7ep9yRza.html,Clarin,Murió el escritor Carlos Busqued,Murió el escritor Carlos Busqued
https://www.clarin.com/astrologia/horoscopo-acuario-hoy-30-marzo-2021-predicciones-salud-amor-dinero_0_MajYPwx7I.html,Clarin,"Horóscopo Acuario de hoy, 30 de marzo de 2021: las predicciones para la salud, el amor y el dinero","Horóscopo Acuario de hoy, 30 de marzo de 2021: las predicciones para la salud, el amor y el dinero"
https://www.clarin.com/economia/audiencia-tarifas-edenor-edesur-refutaran-argumentos-oficiales-insistiran-subas-38-_0_B1AfZ7RPV.html,Clarin,Audiencia por tarifas: Edenor y Edesur refutarán argumentos oficiales e insistirán con subas de hasta 38%,Audiencia por tarifas: Edenor y Edesur refutarán argumentos oficiales e insistirán con subas de hasta 38%
