date	screen_name	text	fav	retweet	url	is_rt	followers_count	friends_count
Thu Oct 21 03:44:07 +0000 2021	GiulioCsareRos1	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/GiulioCsareRos1/status/1451031517535240196	False	2288	3992
Thu Oct 21 03:43:31 +0000 2021	Alcon83159918	RT @zurdoinutil: Quién va liderando el debate? #DebateBsAs #Debateprovincia #debate	0	10	https://twitter.com/Alcon83159918/status/1451031366921977860	False	1120	1513
Thu Oct 21 03:42:47 +0000 2021	DFeltano	"Espert claro ganador del debate, diciéndoles la verdad en la cara y sin dejarse doblegar, el único con Propuestas que sirven para el País.

Toloza Paz, sin fundamentos y apuntando con culpa al Macrismo, muy pobre.

Santilli, fundamentos flojos, un tibio.

#DebateBsAs #DebateTN"	0	0	https://twitter.com/DFeltano/status/1451031184641720325	False	10	101
Thu Oct 21 03:42:45 +0000 2021	raviolestodoslo	RT @zurdoinutil: Propongo en este minuto final, que me votes, sino me quedo sin laburo! #DebateBuenosAires #DebateBsAs #Debateprovincia #de…	0	11	https://twitter.com/raviolestodoslo/status/1451031173820391429	False	404	567
Thu Oct 21 03:42:33 +0000 2021	ytachameladoble	"Nunca con representantes de la oligarquía, la curia y los represores!
#GanóDelCaño
#DebateBsAs https://t.co/zIJMTISS5n"	4	0	https://twitter.com/ytachameladoble/status/1451031124411658242	False	1924	4988
Thu Oct 21 03:42:18 +0000 2021	PopovCapitan	"RT @agustin_gbasso: - Alberto, como van los votos de Tolosa Paz?
+ Se elevan majestuosamente señora

#DebateBsAs https://t.co/5eD843qJwQ"	0	5	https://twitter.com/PopovCapitan/status/1451031060192456713	False	1	0
Thu Oct 21 03:41:59 +0000 2021	Alcon83159918	"RT @Anonymou5____: Quien está ganando el debate?
Sean sinceros más allá del favoritismo
Se agradece el RT y la compartida
#DebateBsAs #Deba…"	0	14	https://twitter.com/Alcon83159918/status/1451030981654171650	False	1120	1513
Thu Oct 21 03:41:50 +0000 2021	PopovCapitan	"#DebateBsAs
Lamentable el papel de @BonelliOK"	0	0	https://twitter.com/PopovCapitan/status/1451030945612505090	False	1	0
Thu Oct 21 03:41:41 +0000 2021	viaherchus	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/viaherchus/status/1451030905120755717	False	277	660
Thu Oct 21 03:41:30 +0000 2021	giulyvic	RT @Vale80OK: @vtolosapaz Sos más trucha que fotopia con poco tonner de CFK... no te quiere nadie! No te cree nadie! #SeVan #sevabuenosaire…	0	1	https://twitter.com/giulyvic/status/1451030859759378432	False	15	31
Thu Oct 21 03:40:47 +0000 2021	Vale80OK	@vtolosapaz Sos más trucha que fotopia con poco tonner de CFK... no te quiere nadie! No te cree nadie! #SeVan #sevabuenosaires  #DebateBuenosAires #debate #Debateprovincia #DebateBsAs	3	1	https://twitter.com/Vale80OK/status/1451030681178423297	False	131	375
Thu Oct 21 03:40:01 +0000 2021	laburareslomio	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/laburareslomio/status/1451030484742389761	False	251	878
Thu Oct 21 03:39:51 +0000 2021	bananafish64	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/bananafish64/status/1451030442828656644	False	676	683
Thu Oct 21 03:39:14 +0000 2021	MCGL2408	RT @zurdoinutil: Propongo en este minuto final, que me votes, sino me quedo sin laburo! #DebateBuenosAires #DebateBsAs #Debateprovincia #de…	0	11	https://twitter.com/MCGL2408/status/1451030291364077570	False	2209	1800
Thu Oct 21 03:39:01 +0000 2021	claudisu27	"RT @JorRausch: Hable Tolosa Victoria Paz ✌🏽🚩
Bonelli se lo permite... tranqui... 
¿Quiere agua?
No Alfano, así está bien 😂
#Debateprovincia…"	0	14	https://twitter.com/claudisu27/status/1451030234078359553	False	1756	2259
Thu Oct 21 03:38:30 +0000 2021	nespilotti	RT @zurdoinutil: Me había faltado la palabra “capitalismo”, ya estoy realizado! #DebateBsAs	0	7	https://twitter.com/nespilotti/status/1451030106865033218	False	338	79
Thu Oct 21 03:38:22 +0000 2021	StellaM605	Pregunto: Los Bonaerenses y toda la gente del país..No se miran en el espejo de la ciudad? Les gustaría que todo el país sea como CABA?? Xq creen que políticos,famosos,periodistas,profesionales,etc viven en la ciudad y no en pcia? #DebateBsAs #debate	59	23	https://twitter.com/StellaM605/status/1451030071607709696	False	3850	3870
Thu Oct 21 03:38:13 +0000 2021	cotton_rou	RT @pvcanelo: Con lo que me gustaban los debates, todo me rompen, todo 😔. #DebateBsAs	0	2	https://twitter.com/cotton_rou/status/1451030034823606274	False	276	1723
Thu Oct 21 03:37:52 +0000 2021	AlicBFra	"RT @pormifuturo1: Derrota paz hablando de no hacer oportunismo político con la pandemia????? 

Danos una explicación NO política de por qué…"	0	46	https://twitter.com/AlicBFra/status/1451029945673609217	False	683	700
Thu Oct 21 03:37:38 +0000 2021	GiulioCsareRos1	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/GiulioCsareRos1/status/1451029885808373763	False	2288	3992
Thu Oct 21 03:37:21 +0000 2021	GermanJai	RT @zurdoinutil: Quién va liderando el debate? #DebateBsAs #Debateprovincia #debate	0	10	https://twitter.com/GermanJai/status/1451029816342368258	False	1289	1805
Thu Oct 21 03:37:20 +0000 2021	Vickymvf	"En el post #debatebsas (trás bambalinas) Toloza Paz sigue hablando de Macri.
Avísenle que NO es candidato.

#BastaDeK #VotaMejor #AvanzaLibertad #espert2021"	0	0	https://twitter.com/Vickymvf/status/1451029810583687169	False	100	501
