country_iso2,country_iso3,country_name,indicator,series_code,year,value
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1965,592981162.264151
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1964,542578367.242598
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1963,511902136.809973
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1962,479180824.348506
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1961,490325181.614275
CR,CRI,Costa Rica,GDP,NY.GDP.MKTP.CD,1960,507513829.994855
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2020,107352000000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2019,103427600000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2018,100050036100.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2017,96850649700.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2016,91370407900.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2015,87132800000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2014,80656100000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2013,77148000000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2012,73141000000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2011,68990000000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2010,59562962962.963
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2009,57481481481.4815
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2008,56302129629.6296
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2007,54262870370.3704
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2006,48835925925.9259
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2005,42643836100.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2004,38203000000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2003,35901200000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2002,33590500000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2001,31682400000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,2000,30565400000.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1999,28364615200.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1998,25736331200.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1997,25365908100.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1996,25017368700.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1995,30429803651.2192
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1994,28448326756.7568
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1993,22367254864.8649
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1992,22085858243.2432
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1991,24316556025.6585
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1990,28645436569.1489
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1989,27023468665.8977
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1988,27458999472.2955
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1987,25213935012.0819
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1986,24226574634.0293
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1985,22920490774.102
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1984,24039383608.4235
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1983,22204940512.2235
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1982,20953510235.2941
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1981,20150254096.3855
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1980,19912889861.1111
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1979,19584443287.6712
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1978,17844705324.6753
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1977,14206158674.6988
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1976,13789579902.5579
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1975,13027415243.9024
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1974,11405957317.0732
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1973,9987709650.18094
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1972,8135150891.92025
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1971,6914658400.0
CU,CUB,Cuba,GDP,NY.GDP.MKTP.CD,1970,5693005200.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2024,39.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2023,38.4
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2022,37.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2021,38.5
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2020,39.6
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2019,41.9
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2018,43.7
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2017,42.2
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2016,45.7
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2015,45.2
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2014,44.3
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2013,47.7
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2012,46.1
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2011,47.7
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2010,47.3
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2009,48.9
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2008,48.1
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2007,48.9
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2006,52.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2005,50.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2004,52.1
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2003,52.1
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2002,49.7
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2001,50.0
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,2000,51.5
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,1997,48.9
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,1996,47.4
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,1992,51.1
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,1989,50.4
DO,DOM,Rep. Dominicana,GINI,SI.POV.GINI,1986,47.8
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2024,124282245638.568
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2023,120456239153.739
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2022,113478087134.8
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2021,94850719516.7127
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2020,78546672406.8291
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2019,89146130744.723
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2018,84994732049.3461
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2017,79070274743.1658
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2016,75552902635.7075
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2015,70966782572.4386
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2014,67014329099.5549
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2013,62555417414.582
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2012,60561635555.6383
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2011,57948261615.957
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2010,53801053352.5005
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2009,48223781476.8909
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2008,48091433554.186
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2007,43965458508.5056
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2006,37879830084.2627
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2005,35777560683.9366
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2004,22322387382.494
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2003,21403167848.1444
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2002,27137440786.2562
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2001,25601823687.5742
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,2000,24305780628.6677
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1999,22136579396.9218
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1998,21672215546.7642
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1997,20017450041.3075
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1996,18241622547.5908
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1995,16637370839.1608
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1994,14644734599.4778
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1993,13081042400.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1992,11605382504.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1991,9824483339.94518
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1990,7073675544.79021
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1989,6686593059.93691
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1988,5374299981.49698
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1987,5827050753.25937
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1986,6122128557.57243
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1985,5044579979.23285
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1984,11594000000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1983,9220600000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1982,8267400000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1981,7561300000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1980,6761300000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1979,5498800000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1978,4734400000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1977,4587100000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1976,3951500000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1975,3599200000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1974,2925700000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1973,2344800000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1972,1987400000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1971,1666500000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1970,1485500000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1969,1230500000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1968,1079100000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1967,1034800000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1966,983900000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1965,888100000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1964,1025599900.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1963,940799900.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1962,824100000.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1961,654100200.0
DO,DOM,Rep. Dominicana,GDP,NY.GDP.MKTP.CD,1960,672399700.0
EC,ECU,Ecuador,GINI,SI.POV.GINI,2024,45.2
EC,ECU,Ecuador,GINI,SI.POV.GINI,2023,44.6
EC,ECU,Ecuador,GINI,SI.POV.GINI,2022,45.5
EC,ECU,Ecuador,GINI,SI.POV.GINI,2021,45.8
EC,ECU,Ecuador,GINI,SI.POV.GINI,2020,47.3
EC,ECU,Ecuador,GINI,SI.POV.GINI,2019,45.7
EC,ECU,Ecuador,GINI,SI.POV.GINI,2018,45.4
EC,ECU,Ecuador,GINI,SI.POV.GINI,2017,44.7
EC,ECU,Ecuador,GINI,SI.POV.GINI,2016,45.0
EC,ECU,Ecuador,GINI,SI.POV.GINI,2015,46.0
EC,ECU,Ecuador,GINI,SI.POV.GINI,2014,45.0
EC,ECU,Ecuador,GINI,SI.POV.GINI,2013,46.9
EC,ECU,Ecuador,GINI,SI.POV.GINI,2012,46.1
EC,ECU,Ecuador,GINI,SI.POV.GINI,2011,45.9
EC,ECU,Ecuador,GINI,SI.POV.GINI,2010,48.8
EC,ECU,Ecuador,GINI,SI.POV.GINI,2009,48.5
EC,ECU,Ecuador,GINI,SI.POV.GINI,2008,49.8
EC,ECU,Ecuador,GINI,SI.POV.GINI,2007,53.4
EC,ECU,Ecuador,GINI,SI.POV.GINI,2006,52.3
EC,ECU,Ecuador,GINI,SI.POV.GINI,2005,53.1
EC,ECU,Ecuador,GINI,SI.POV.GINI,2004,53.9
EC,ECU,Ecuador,GINI,SI.POV.GINI,2003,53.5
EC,ECU,Ecuador,GINI,SI.POV.GINI,2000,56.3
EC,ECU,Ecuador,GINI,SI.POV.GINI,1999,58.6
EC,ECU,Ecuador,GINI,SI.POV.GINI,1998,49.6
EC,ECU,Ecuador,GINI,SI.POV.GINI,1995,50.8
EC,ECU,Ecuador,GINI,SI.POV.GINI,1994,53.3
EC,ECU,Ecuador,GINI,SI.POV.GINI,1987,50.5
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2024,124676074700.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2023,121147057000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2022,116133121000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2021,107179074000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2020,95865473000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2019,107595830000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2018,107478961000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2017,104467486000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2016,97671433000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2015,97209558000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2014,102717794000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2013,96570334000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2012,87735048000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2011,78986648000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2010,68151329000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2009,60094978000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2008,61139438000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2007,49848725000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2006,45690762000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2005,40278849000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2004,35194947000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2003,30965208000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2002,27054197000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2001,23127055000.0
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,2000,17539454727.3637
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1999,19645272636.3182
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1998,27981896948.4742
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1997,28162053026.5133
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1996,25226393196.5983
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1995,24432884442.2211
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1994,22708673336.6683
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1993,18938717358.6793
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1992,18094238119.0595
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1991,16988535267.6338
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1990,15239272611.5809
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1989,13890823704.5545
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1988,13051881851.4068
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1987,13945426859.4657
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1986,15314138472.3282
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1985,17149088413.35
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1984,16912509091.855
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1983,17152477036.5005
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1982,19929846396.4239
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1981,21810759353.7304
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1980,17881508242.4481
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1979,14175160902.0721
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1978,11922497876.4828
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1977,11026342618.1141
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1976,9091921030.17345
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1975,7731674472.07212
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1974,6599257044.12414
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1973,3891754150.23796
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1972,3185986087.33583
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1971,2754219271.03082
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1970,2862503139.00358
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1969,3112165727.38342
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1968,2582179864.15493
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1967,2553595172.08743
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1966,2429308638.838
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1965,2387047395.70254
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1964,2244146102.98333
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1963,1824343870.71407
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1962,1518207703.48997
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1961,1753850955.05808
EC,ECU,Ecuador,GDP,NY.GDP.MKTP.CD,1960,2069464937.19791
SV,SLV,El Salvador,GINI,SI.POV.GINI,2023,39.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2022,38.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2021,39.0
SV,SLV,El Salvador,GINI,SI.POV.GINI,2019,38.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2018,38.6
SV,SLV,El Salvador,GINI,SI.POV.GINI,2017,38.0
SV,SLV,El Salvador,GINI,SI.POV.GINI,2016,40.0
SV,SLV,El Salvador,GINI,SI.POV.GINI,2015,40.6
SV,SLV,El Salvador,GINI,SI.POV.GINI,2014,41.6
SV,SLV,El Salvador,GINI,SI.POV.GINI,2013,43.4
SV,SLV,El Salvador,GINI,SI.POV.GINI,2012,41.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2011,42.3
SV,SLV,El Salvador,GINI,SI.POV.GINI,2010,43.5
SV,SLV,El Salvador,GINI,SI.POV.GINI,2009,45.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2008,46.9
SV,SLV,El Salvador,GINI,SI.POV.GINI,2007,45.2
SV,SLV,El Salvador,GINI,SI.POV.GINI,2006,45.7
SV,SLV,El Salvador,GINI,SI.POV.GINI,2005,48.5
SV,SLV,El Salvador,GINI,SI.POV.GINI,2004,47.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,2003,50.4
SV,SLV,El Salvador,GINI,SI.POV.GINI,2002,51.9
SV,SLV,El Salvador,GINI,SI.POV.GINI,2001,51.3
SV,SLV,El Salvador,GINI,SI.POV.GINI,2000,51.5
SV,SLV,El Salvador,GINI,SI.POV.GINI,1999,52.1
SV,SLV,El Salvador,GINI,SI.POV.GINI,1998,54.4
SV,SLV,El Salvador,GINI,SI.POV.GINI,1996,51.0
SV,SLV,El Salvador,GINI,SI.POV.GINI,1995,49.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,1991,53.8
SV,SLV,El Salvador,GINI,SI.POV.GINI,1989,48.7
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2024,35364960000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2023,33853940000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2022,31870120000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2021,29043140000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2020,24921190000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2019,26881140000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2018,26020850000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2017,24979190000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2016,24191430000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2015,23438240000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2014,22593470000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2013,21990960000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2012,21386150000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2011,20283780000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2010,18447920000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2009,17601620000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2008,17986890000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2007,17011750000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2006,15999890000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2005,14698000000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2004,13724810900.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2003,13243892200.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2002,12664190300.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2001,12282533600.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,2000,11784927700.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1999,11284197000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1998,10936669900.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1997,10221705900.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1996,9586327800.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1995,8921947100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1994,7679384000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1993,6680269200.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1992,5813399300.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1991,5252342400.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1990,4817542204.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1989,4372215300.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1988,4189880000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1987,3958045800.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1986,3771663200.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1985,3800368600.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1984,3661683400.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1983,3506347800.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1982,3399189100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1981,3437200200.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1980,3573959900.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1979,3463639900.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1978,3127960000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1977,2941640100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1976,2328280100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1975,1884120100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1974,1665880000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1973,1442320000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1972,1263720000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1971,1186120000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1970,1132920000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1969,1049400000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1968,1009760100.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1967,976200000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1966,929520000.0
SV,SLV,El Salvador,GDP,NY.GDP.MKTP.CD,1965,877720000.0
GT,GTM,Guatemala,GINI,SI.POV.GINI,2023,45.2
GT,GTM,Guatemala,GINI,SI.POV.GINI,2014,48.3
GT,GTM,Guatemala,GINI,SI.POV.GINI,2006,54.5
GT,GTM,Guatemala,GINI,SI.POV.GINI,2000,54.2
GT,GTM,Guatemala,GINI,SI.POV.GINI,1998,49.4
GT,GTM,Guatemala,GINI,SI.POV.GINI,1989,58.8
