year	combustible	region	m3
2008	P_COMBUSTIBLE_5	CL-CO	530
2008	P_COMBUSTIBLE_5	CL-AR	206
2008	P_COMBUSTIBLE_5	CL-RM	36167
2008	P_COMBUSTIBLE_5	CL-VS	12813
2008	P_COMBUSTIBLE_5	CL-LI	25221
2008	P_COMBUSTIBLE_5	CL-ML	1772
2008	P_COMBUSTIBLE_5	CL-BI	4083
2008	P_COMBUSTIBLE_5	CL-LL	2667
2008	P_COMBUSTIBLE_5	CL-AI	0
2008	P_COMBUSTIBLE_5	CL-MA	556
2008	P_COMBUSTIBLE_5	CL-LR	1124
2008	P_COMBUSTIBLE_5	CL-AP	1344
2008	P_COMBUSTIBLE_6	CL-TA	126248
2008	P_COMBUSTIBLE_6	CL-AN	241428
2008	P_COMBUSTIBLE_6	CL-AT	36973
2008	P_COMBUSTIBLE_6	CL-CO	7803
2008	P_COMBUSTIBLE_6	CL-AR	8277
2008	P_COMBUSTIBLE_6	CL-RM	69696
2008	P_COMBUSTIBLE_6	CL-VS	52813
2008	P_COMBUSTIBLE_6	CL-LI	75548
2008	P_COMBUSTIBLE_6	CL-ML	81379
2008	P_COMBUSTIBLE_6	CL-BI	453384
2008	P_COMBUSTIBLE_6	CL-LL	22229
2008	P_COMBUSTIBLE_6	CL-AI	198
2008	P_COMBUSTIBLE_6	CL-MA	0
2008	P_COMBUSTIBLE_6	CL-LR	42409
2008	P_COMBUSTIBLE_6	CL-AP	16700
2008	P_DIESEL	CL-TA	0
2008	P_DIESEL	CL-AN	0
2008	P_DIESEL	CL-AT	0
2008	P_DIESEL	CL-CO	0
2008	P_DIESEL	CL-AR	0
2008	P_DIESEL	CL-RM	0
2008	P_DIESEL	CL-VS	0
2008	P_DIESEL	CL-LI	0
2008	P_DIESEL	CL-ML	0
2008	P_DIESEL	CL-BI	0
2008	P_DIESEL	CL-LL	0
2008	P_DIESEL	CL-AI	0
2008	P_DIESEL	CL-MA	7799
2008	P_DIESEL	CL-LR	0
2008	P_DIESEL	CL-AP	0
2008	P_DIESEL_A1	CL-TA	174
2008	P_DIESEL_A1	CL-AN	979
2008	P_DIESEL_A1	CL-AT	144
2008	P_DIESEL_A1	CL-CO	401
2008	P_DIESEL_A1	CL-AR	263
2008	P_DIESEL_A1	CL-RM	1830803
2008	P_DIESEL_A1	CL-VS	81580
2008	P_DIESEL_A1	CL-LI	41776
2008	P_DIESEL_A1	CL-ML	1624
2008	P_DIESEL_A1	CL-BI	827
2008	P_DIESEL_A1	CL-LL	1004
2008	P_DIESEL_A1	CL-AI	0
2008	P_DIESEL_A1	CL-MA	35
2008	P_DIESEL_A1	CL-LR	288
2008	P_DIESEL_A1	CL-AP	31
2008	P_DIESEL_B	CL-TA	389540
2008	P_DIESEL_B	CL-AN	2277781
2008	P_DIESEL_B	CL-AT	354717
2008	P_DIESEL_B	CL-CO	309683
2008	P_DIESEL_B	CL-AR	238396
2008	P_DIESEL_B	CL-RM	6650
2008	P_DIESEL_B	CL-VS	1467447
2008	P_DIESEL_B	CL-LI	406280
2008	P_DIESEL_B	CL-ML	285511
2008	P_DIESEL_B	CL-BI	770028
2008	P_DIESEL_B	CL-LL	409243
2008	P_DIESEL_B	CL-AI	77733
2008	P_DIESEL_B	CL-MA	85846
2008	P_DIESEL_B	CL-LR	107714
2008	P_DIESEL_B	CL-AP	103629
2008	P_DIESEL_INVERNAL	CL-TA	4993
2008	P_DIESEL_INVERNAL	CL-AN	32332
2008	P_DIESEL_INVERNAL	CL-AT	2634
2008	P_DIESEL_INVERNAL	CL-CO	2450
2008	P_DIESEL_INVERNAL	CL-AR	244
2008	P_DIESEL_INVERNAL	CL-RM	0
2008	P_DIESEL_INVERNAL	CL-VS	20924
2008	P_DIESEL_INVERNAL	CL-LI	4096
2008	P_DIESEL_INVERNAL	CL-ML	479
2008	P_DIESEL_INVERNAL	CL-BI	2790
2008	P_DIESEL_INVERNAL	CL-LL	1447
2008	P_DIESEL_INVERNAL	CL-AI	798
2008	P_DIESEL_INVERNAL	CL-MA	369
2008	P_DIESEL_INVERNAL	CL-LR	613
2008	P_DIESEL_INVERNAL	CL-AP	465
2009	GASOLINA_93_SP	CL-TA	26817
2009	GASOLINA_93_SP	CL-AN	58668
2009	GASOLINA_93_SP	CL-AT	30778
2009	GASOLINA_93_SP	CL-CO	71107
2009	GASOLINA_93_SP	CL-AR	68651
2009	GASOLINA_93_SP	CL-RM	673364
2009	GASOLINA_93_SP	CL-VS	173925
2009	GASOLINA_93_SP	CL-LI	68407
2009	GASOLINA_93_SP	CL-ML	96623
2009	GASOLINA_93_SP	CL-BI	155170
2009	GASOLINA_93_SP	CL-LL	80031
2009	GASOLINA_93_SP	CL-AI	12308
2009	GASOLINA_93_SP	CL-MA	20391
2009	GASOLINA_93_SP	CL-LR	25538
2009	GASOLINA_93_SP	CL-AP	19391
2009	GASOLINA_95_SP	CL-TA	13387
2009	GASOLINA_95_SP	CL-AN	28390
2009	GASOLINA_95_SP	CL-AT	16846
2009	GASOLINA_95_SP	CL-CO	42038
2009	GASOLINA_95_SP	CL-AR	51389
2009	GASOLINA_95_SP	CL-RM	452409
2009	GASOLINA_95_SP	CL-VS	112726
2009	GASOLINA_95_SP	CL-LI	57875
2009	GASOLINA_95_SP	CL-ML	61559
2009	GASOLINA_95_SP	CL-BI	121628
2009	GASOLINA_95_SP	CL-LL	46329
2009	GASOLINA_95_SP	CL-AI	2341
2009	GASOLINA_95_SP	CL-MA	1016
2009	GASOLINA_95_SP	CL-LR	22733
2009	GASOLINA_95_SP	CL-AP	2092
2009	GASOLINA_97_SP	CL-TA	23409
2009	GASOLINA_97_SP	CL-AN	40886
2009	GASOLINA_97_SP	CL-AT	18112
2009	GASOLINA_97_SP	CL-CO	39024
2009	GASOLINA_97_SP	CL-AR	26481
2009	GASOLINA_97_SP	CL-RM	462038
2009	GASOLINA_97_SP	CL-VS	86863
2009	GASOLINA_97_SP	CL-LI	32999
2009	GASOLINA_97_SP	CL-ML	40617
2009	GASOLINA_97_SP	CL-BI	61358
2009	GASOLINA_97_SP	CL-LL	30820
2009	GASOLINA_97_SP	CL-AI	6049
2009	GASOLINA_97_SP	CL-MA	6127
2009	GASOLINA_97_SP	CL-LR	11501
2009	GASOLINA_97_SP	CL-AP	8609
2009	GASOLINA_AVIACION_1000130	CL-TA	522
2009	GASOLINA_AVIACION_1000130	CL-AN	87
2009	GASOLINA_AVIACION_1000130	CL-AT	128
2009	GASOLINA_AVIACION_1000130	CL-CO	50
2009	GASOLINA_AVIACION_1000130	CL-AR	277
2009	GASOLINA_AVIACION_1000130	CL-RM	2028
2009	GASOLINA_AVIACION_1000130	CL-VS	3208
2009	GASOLINA_AVIACION_1000130	CL-LI	174
2009	GASOLINA_AVIACION_1000130	CL-ML	273
2009	GASOLINA_AVIACION_1000130	CL-BI	416
2009	GASOLINA_AVIACION_1000130	CL-LL	715
2009	GASOLINA_AVIACION_1000130	CL-AI	155
2009	GASOLINA_AVIACION_1000130	CL-MA	110
2009	GASOLINA_AVIACION_1000130	CL-LR	38
2009	GASOLINA_AVIACION_1000130	CL-AP	87
2009	KEROSENE_AVIACION	CL-TA	38085
2009	KEROSENE_AVIACION	CL-AN	46374
2009	KEROSENE_AVIACION	CL-AT	2932
2009	KEROSENE_AVIACION	CL-CO	4366
2009	KEROSENE_AVIACION	CL-AR	6049
2009	KEROSENE_AVIACION	CL-RM	674685
2009	KEROSENE_AVIACION	CL-VS	10917
2009	KEROSENE_AVIACION	CL-LI	77
2009	KEROSENE_AVIACION	CL-ML	217
2009	KEROSENE_AVIACION	CL-BI	12245
2009	KEROSENE_AVIACION	CL-LL	29722
2009	KEROSENE_AVIACION	CL-AI	1046
2009	KEROSENE_AVIACION	CL-MA	23314
2009	KEROSENE_AVIACION	CL-LR	1508
2009	KEROSENE_AVIACION	CL-AP	8210
2009	KEROSENE_DOMESTICO	CL-TA	2657
2009	KEROSENE_DOMESTICO	CL-AN	12114
2009	KEROSENE_DOMESTICO	CL-AT	177
2009	KEROSENE_DOMESTICO	CL-CO	629
2009	KEROSENE_DOMESTICO	CL-AR	2622
2009	KEROSENE_DOMESTICO	CL-RM	90965
2009	KEROSENE_DOMESTICO	CL-VS	5664
2009	KEROSENE_DOMESTICO	CL-LI	9306
2009	KEROSENE_DOMESTICO	CL-ML	8216
2009	KEROSENE_DOMESTICO	CL-BI	11846
2009	KEROSENE_DOMESTICO	CL-LL	3919
2009	KEROSENE_DOMESTICO	CL-AI	911
2009	KEROSENE_DOMESTICO	CL-MA	0
2009	KEROSENE_DOMESTICO	CL-LR	997
2009	KEROSENE_DOMESTICO	CL-AP	1100
2009	P_COMBUSTIBLE_180	CL-TA	2805
2009	P_COMBUSTIBLE_180	CL-AN	1370
2009	P_COMBUSTIBLE_180	CL-AT	78884
2009	P_COMBUSTIBLE_180	CL-CO	516
2009	P_COMBUSTIBLE_180	CL-AR	1796
2009	P_COMBUSTIBLE_180	CL-RM	14409
2009	P_COMBUSTIBLE_180	CL-VS	696920
2009	P_COMBUSTIBLE_180	CL-LI	0
2009	P_COMBUSTIBLE_180	CL-ML	2425
2009	P_COMBUSTIBLE_180	CL-BI	109717
2009	P_COMBUSTIBLE_180	CL-LL	8605
2009	P_COMBUSTIBLE_180	CL-AI	0
2009	P_COMBUSTIBLE_180	CL-MA	0
2009	P_COMBUSTIBLE_180	CL-LR	9461
2009	P_COMBUSTIBLE_180	CL-AP	0
2009	P_COMBUSTIBLE_5	CL-TA	0
2009	P_COMBUSTIBLE_5	CL-AN	0
2009	P_COMBUSTIBLE_5	CL-AT	60
2009	P_COMBUSTIBLE_5	CL-CO	412
2009	P_COMBUSTIBLE_5	CL-AR	1103
2009	P_COMBUSTIBLE_5	CL-RM	4433
2009	P_COMBUSTIBLE_5	CL-VS	3161
2009	P_COMBUSTIBLE_5	CL-LI	23126
2009	P_COMBUSTIBLE_5	CL-ML	5941
2009	P_COMBUSTIBLE_5	CL-BI	12950
2009	P_COMBUSTIBLE_5	CL-LL	2687
2009	P_COMBUSTIBLE_5	CL-AI	0
2009	P_COMBUSTIBLE_5	CL-MA	0
2009	P_COMBUSTIBLE_5	CL-LR	5367
2009	P_COMBUSTIBLE_5	CL-AP	567
2009	P_COMBUSTIBLE_6	CL-TA	110490
2009	P_COMBUSTIBLE_6	CL-AN	218286
2009	P_COMBUSTIBLE_6	CL-AT	49370
2009	P_COMBUSTIBLE_6	CL-CO	4632
2009	P_COMBUSTIBLE_6	CL-AR	6852
2009	P_COMBUSTIBLE_6	CL-RM	84321
2009	P_COMBUSTIBLE_6	CL-VS	80633
2009	P_COMBUSTIBLE_6	CL-LI	62877
2009	P_COMBUSTIBLE_6	CL-ML	62826
2009	P_COMBUSTIBLE_6	CL-BI	390731
2009	P_COMBUSTIBLE_6	CL-LL	17061
2009	P_COMBUSTIBLE_6	CL-AI	429
2009	P_COMBUSTIBLE_6	CL-MA	0
2009	P_COMBUSTIBLE_6	CL-LR	48256
2009	P_COMBUSTIBLE_6	CL-AP	15800
2009	P_DIESEL_A1	CL-TA	243
2009	P_DIESEL_A1	CL-AN	115
2009	P_DIESEL_A1	CL-AT	296
2009	P_DIESEL_A1	CL-CO	346
2009	P_DIESEL_A1	CL-AR	248
2009	P_DIESEL_A1	CL-RM	1655478
2009	P_DIESEL_A1	CL-VS	59664
2009	P_DIESEL_A1	CL-LI	7588
2009	P_DIESEL_A1	CL-ML	1644
2009	P_DIESEL_A1	CL-BI	1109
2009	P_DIESEL_A1	CL-LL	1057
2009	P_DIESEL_A1	CL-AI	0
2009	P_DIESEL_A1	CL-MA	19
2009	P_DIESEL_A1	CL-LR	239
2009	P_DIESEL_A1	CL-AP	72
2009	P_DIESEL_B	CL-TA	372122
2009	P_DIESEL_B	CL-AN	1939546
2009	P_DIESEL_B	CL-AT	363278
2009	P_DIESEL_B	CL-CO	338606
2009	P_DIESEL_B	CL-AR	239874
2009	P_DIESEL_B	CL-RM	9105
2009	P_DIESEL_B	CL-VS	1352655
2009	P_DIESEL_B	CL-LI	283578
2009	P_DIESEL_B	CL-ML	289856
2009	P_DIESEL_B	CL-BI	766638
2009	P_DIESEL_B	CL-LL	346488
2009	P_DIESEL_B	CL-AI	74157
2009	P_DIESEL_B	CL-MA	83015
2009	P_DIESEL_B	CL-LR	114429
2009	P_DIESEL_B	CL-AP	99821
2009	P_DIESEL_INVERNAL	CL-TA	4794
2009	P_DIESEL_INVERNAL	CL-AN	24782
2009	P_DIESEL_INVERNAL	CL-AT	3395
2009	P_DIESEL_INVERNAL	CL-CO	2687
2009	P_DIESEL_INVERNAL	CL-AR	231
2009	P_DIESEL_INVERNAL	CL-RM	0
2009	P_DIESEL_INVERNAL	CL-VS	17187
2009	P_DIESEL_INVERNAL	CL-LI	1356
2009	P_DIESEL_INVERNAL	CL-ML	417
2009	P_DIESEL_INVERNAL	CL-BI	2481
2009	P_DIESEL_INVERNAL	CL-LL	988
2009	P_DIESEL_INVERNAL	CL-AI	713
2009	P_DIESEL_INVERNAL	CL-MA	324
2009	P_DIESEL_INVERNAL	CL-LR	659
2009	P_DIESEL_INVERNAL	CL-AP	366
2010	GASOLINA_93_SP	CL-TA	32453
2010	GASOLINA_93_SP	CL-AN	60258
2010	GASOLINA_93_SP	CL-AT	32086
2010	GASOLINA_93_SP	CL-CO	71334
2010	GASOLINA_93_SP	CL-AR	63830
2010	GASOLINA_93_SP	CL-RM	653874
2010	GASOLINA_93_SP	CL-VS	171468
2010	GASOLINA_93_SP	CL-LI	73406
2010	GASOLINA_93_SP	CL-ML	93133
2010	GASOLINA_93_SP	CL-BI	151599
2010	GASOLINA_93_SP	CL-LL	73294
2010	GASOLINA_93_SP	CL-AI	12006
2010	GASOLINA_93_SP	CL-MA	18539
2010	GASOLINA_93_SP	CL-LR	24974
2010	GASOLINA_93_SP	CL-AP	30264
2010	GASOLINA_95_SP	CL-TA	14667
2010	GASOLINA_95_SP	CL-AN	28597
2010	GASOLINA_95_SP	CL-AT	15014
2010	GASOLINA_95_SP	CL-CO	46056
2010	GASOLINA_95_SP	CL-AR	57847
2010	GASOLINA_95_SP	CL-RM	398527
2010	GASOLINA_95_SP	CL-VS	115751
2010	GASOLINA_95_SP	CL-LI	63433
2010	GASOLINA_95_SP	CL-ML	64739
2010	GASOLINA_95_SP	CL-BI	123553
2010	GASOLINA_95_SP	CL-LL	50632
2010	GASOLINA_95_SP	CL-AI	4038
2010	GASOLINA_95_SP	CL-MA	2352
2010	GASOLINA_95_SP	CL-LR	21856
2010	GASOLINA_95_SP	CL-AP	3752
2010	GASOLINA_97_SP	CL-TA	30777
2010	GASOLINA_97_SP	CL-AN	44302
2010	GASOLINA_97_SP	CL-AT	20938
2010	GASOLINA_97_SP	CL-CO	40219
2010	GASOLINA_97_SP	CL-AR	28265
2010	GASOLINA_97_SP	CL-RM	457690
2010	GASOLINA_97_SP	CL-VS	90872
2010	GASOLINA_97_SP	CL-LI	38966
2010	GASOLINA_97_SP	CL-ML	42140
2010	GASOLINA_97_SP	CL-BI	66312
2010	GASOLINA_97_SP	CL-LL	32134
2010	GASOLINA_97_SP	CL-AI	6498
2010	GASOLINA_97_SP	CL-MA	6614
2010	GASOLINA_97_SP	CL-LR	12954
2010	GASOLINA_97_SP	CL-AP	15180
2010	GASOLINA_AVIACION_1000130	CL-TA	384
2010	GASOLINA_AVIACION_1000130	CL-AN	146
2010	GASOLINA_AVIACION_1000130	CL-AT	73
2010	GASOLINA_AVIACION_1000130	CL-CO	90
2010	GASOLINA_AVIACION_1000130	CL-AR	255
2010	GASOLINA_AVIACION_1000130	CL-RM	1778
2010	GASOLINA_AVIACION_1000130	CL-VS	5989
2010	GASOLINA_AVIACION_1000130	CL-LI	120
2010	GASOLINA_AVIACION_1000130	CL-ML	286
2010	GASOLINA_AVIACION_1000130	CL-BI	391
2010	GASOLINA_AVIACION_1000130	CL-LL	705
2010	GASOLINA_AVIACION_1000130	CL-AI	144
2010	GASOLINA_AVIACION_1000130	CL-MA	62
2010	GASOLINA_AVIACION_1000130	CL-LR	39
2010	GASOLINA_AVIACION_1000130	CL-AP	74
2010	KEROSENE_AVIACION	CL-TA	45158
2010	KEROSENE_AVIACION	CL-AN	54901
2010	KEROSENE_AVIACION	CL-AT	5836
2010	KEROSENE_AVIACION	CL-CO	5513
2010	KEROSENE_AVIACION	CL-AR	7095
2010	KEROSENE_AVIACION	CL-RM	711870
2010	KEROSENE_AVIACION	CL-VS	10276
2010	KEROSENE_AVIACION	CL-LI	221
2010	KEROSENE_AVIACION	CL-ML	252
2010	KEROSENE_AVIACION	CL-BI	11007
2010	KEROSENE_AVIACION	CL-LL	28835
2010	KEROSENE_AVIACION	CL-AI	1693
2010	KEROSENE_AVIACION	CL-MA	23580
2010	KEROSENE_AVIACION	CL-LR	2607
2010	KEROSENE_AVIACION	CL-AP	9031
2010	KEROSENE_DOMESTICO	CL-TA	2536
2010	KEROSENE_DOMESTICO	CL-AN	10501
2010	KEROSENE_DOMESTICO	CL-AT	222
2010	KEROSENE_DOMESTICO	CL-CO	854
2010	KEROSENE_DOMESTICO	CL-AR	3529
2010	KEROSENE_DOMESTICO	CL-RM	100547
2010	KEROSENE_DOMESTICO	CL-VS	7086
2010	KEROSENE_DOMESTICO	CL-LI	10072
2010	KEROSENE_DOMESTICO	CL-ML	9008
2010	KEROSENE_DOMESTICO	CL-BI	13146
2010	KEROSENE_DOMESTICO	CL-LL	4538
2010	KEROSENE_DOMESTICO	CL-AI	1165
2010	KEROSENE_DOMESTICO	CL-MA	0
2010	KEROSENE_DOMESTICO	CL-LR	1220
2010	KEROSENE_DOMESTICO	CL-AP	944
2010	P_COMBUSTIBLE_180	CL-TA	1465
2010	P_COMBUSTIBLE_180	CL-AN	1780
2010	P_COMBUSTIBLE_180	CL-AT	53378
2010	P_COMBUSTIBLE_180	CL-CO	3932
2010	P_COMBUSTIBLE_180	CL-AR	1195
2010	P_COMBUSTIBLE_180	CL-RM	750
2010	P_COMBUSTIBLE_180	CL-VS	561328
2010	P_COMBUSTIBLE_180	CL-LI	1378
2010	P_COMBUSTIBLE_180	CL-ML	3606
2010	P_COMBUSTIBLE_180	CL-BI	47356
2010	P_COMBUSTIBLE_180	CL-LL	8793
2010	P_COMBUSTIBLE_180	CL-AI	0
2010	P_COMBUSTIBLE_180	CL-MA	0
2010	P_COMBUSTIBLE_180	CL-LR	10009
2010	P_COMBUSTIBLE_180	CL-AP	0
2010	P_COMBUSTIBLE_5	CL-TA	0
2010	P_COMBUSTIBLE_5	CL-AN	0
2010	P_COMBUSTIBLE_5	CL-AT	12
2010	P_COMBUSTIBLE_5	CL-CO	297
2010	P_COMBUSTIBLE_5	CL-AR	1401
2010	P_COMBUSTIBLE_5	CL-RM	91
2010	P_COMBUSTIBLE_5	CL-VS	8638
2010	P_COMBUSTIBLE_5	CL-LI	17415
2010	P_COMBUSTIBLE_5	CL-ML	12100
2010	P_COMBUSTIBLE_5	CL-BI	14760
2010	P_COMBUSTIBLE_5	CL-LL	2099
2010	P_COMBUSTIBLE_5	CL-AI	0
2010	P_COMBUSTIBLE_5	CL-MA	0
2010	P_COMBUSTIBLE_5	CL-LR	5246
2010	P_COMBUSTIBLE_5	CL-AP	0
2010	P_COMBUSTIBLE_6	CL-TA	124847
2010	P_COMBUSTIBLE_6	CL-AN	186023
2010	P_COMBUSTIBLE_6	CL-AT	38509
2010	P_COMBUSTIBLE_6	CL-CO	4421
2010	P_COMBUSTIBLE_6	CL-AR	7407
2010	P_COMBUSTIBLE_6	CL-RM	35655
2010	P_COMBUSTIBLE_6	CL-VS	105983
2010	P_COMBUSTIBLE_6	CL-LI	55171
2010	P_COMBUSTIBLE_6	CL-ML	66549
2010	P_COMBUSTIBLE_6	CL-BI	276730
2010	P_COMBUSTIBLE_6	CL-LL	19695
2010	P_COMBUSTIBLE_6	CL-AI	27
2010	P_COMBUSTIBLE_6	CL-MA	55
2010	P_COMBUSTIBLE_6	CL-LR	46998
2010	P_COMBUSTIBLE_6	CL-AP	12658
2010	P_DIESEL	CL-TA	0
2010	P_DIESEL	CL-AN	0
2010	P_DIESEL	CL-AT	0
2010	P_DIESEL	CL-CO	0
2010	P_DIESEL	CL-AR	0
2010	P_DIESEL	CL-RM	4444
2010	P_DIESEL	CL-VS	20122
2010	P_DIESEL	CL-LI	0
2010	P_DIESEL	CL-ML	504
2010	P_DIESEL	CL-BI	976
2010	P_DIESEL	CL-LL	0
2010	P_DIESEL	CL-AI	0
2010	P_DIESEL	CL-MA	4584
2010	P_DIESEL	CL-LR	0
2010	P_DIESEL	CL-AP	0
2010	P_DIESEL_A1	CL-TA	624
2010	P_DIESEL_A1	CL-AN	529
2010	P_DIESEL_A1	CL-AT	1071
2010	P_DIESEL_A1	CL-CO	1350
2010	P_DIESEL_A1	CL-AR	973
2010	P_DIESEL_A1	CL-RM	1668456
2010	P_DIESEL_A1	CL-VS	16690
2010	P_DIESEL_A1	CL-LI	7832
2010	P_DIESEL_A1	CL-ML	1988
2010	P_DIESEL_A1	CL-BI	1797
2010	P_DIESEL_A1	CL-LL	1657
2010	P_DIESEL_A1	CL-AI	862
2010	P_DIESEL_A1	CL-MA	461
2010	P_DIESEL_A1	CL-LR	621
2010	P_DIESEL_A1	CL-AP	650
2010	P_DIESEL_B	CL-TA	407219
2010	P_DIESEL_B	CL-AN	1765716
2010	P_DIESEL_B	CL-AT	395175
2010	P_DIESEL_B	CL-CO	343373
2010	P_DIESEL_B	CL-AR	231630
2010	P_DIESEL_B	CL-RM	11866
2010	P_DIESEL_B	CL-VS	908053
2010	P_DIESEL_B	CL-LI	273814
2010	P_DIESEL_B	CL-ML	323122
2010	P_DIESEL_B	CL-BI	777605
2010	P_DIESEL_B	CL-LL	336716
2010	P_DIESEL_B	CL-AI	81149
2010	P_DIESEL_B	CL-MA	77739
2010	P_DIESEL_B	CL-LR	119789
2010	P_DIESEL_B	CL-AP	82479
2010	P_DIESEL_INVERNAL	CL-TA	5221
2010	P_DIESEL_INVERNAL	CL-AN	21285
2010	P_DIESEL_INVERNAL	CL-AT	2736
2010	P_DIESEL_INVERNAL	CL-CO	2573
2010	P_DIESEL_INVERNAL	CL-AR	190
2010	P_DIESEL_INVERNAL	CL-RM	0
2010	P_DIESEL_INVERNAL	CL-VS	8580
2010	P_DIESEL_INVERNAL	CL-LI	977
2010	P_DIESEL_INVERNAL	CL-ML	591
2010	P_DIESEL_INVERNAL	CL-BI	2963
2010	P_DIESEL_INVERNAL	CL-LL	987
2010	P_DIESEL_INVERNAL	CL-AI	724
2010	P_DIESEL_INVERNAL	CL-MA	409
2010	P_DIESEL_INVERNAL	CL-LR	552
2010	P_DIESEL_INVERNAL	CL-AP	350
2011	GASOLINA_93_SP	CL-TA	49064
2011	GASOLINA_93_SP	CL-AN	64592
2011	GASOLINA_93_SP	CL-AT	35156
2011	GASOLINA_93_SP	CL-CO	76907
2011	GASOLINA_93_SP	CL-AR	64706
2011	GASOLINA_93_SP	CL-RM	730075
2011	GASOLINA_93_SP	CL-VS	179853
2011	GASOLINA_93_SP	CL-LI	77653
2011	GASOLINA_93_SP	CL-ML	93840
2011	GASOLINA_93_SP	CL-BI	165100
2011	GASOLINA_93_SP	CL-LL	73097
2011	GASOLINA_93_SP	CL-AI	12635
2011	GASOLINA_93_SP	CL-MA	18113
2011	GASOLINA_93_SP	CL-LR	26828
2011	GASOLINA_93_SP	CL-AP	29690
2011	GASOLINA_95_SP	CL-TA	13296
2011	GASOLINA_95_SP	CL-AN	24236
2011	GASOLINA_95_SP	CL-AT	14054
2011	GASOLINA_95_SP	CL-CO	45296
2011	GASOLINA_95_SP	CL-AR	52355
2011	GASOLINA_95_SP	CL-RM	418167
2011	GASOLINA_95_SP	CL-VS	101520
2011	GASOLINA_95_SP	CL-LI	45294
2011	GASOLINA_95_SP	CL-ML	59838
2011	GASOLINA_95_SP	CL-BI	120759
2011	GASOLINA_95_SP	CL-LL	48078
2011	GASOLINA_95_SP	CL-AI	4878
2011	GASOLINA_95_SP	CL-MA	1588
2011	GASOLINA_95_SP	CL-LR	18371
2011	GASOLINA_95_SP	CL-AP	3144
2011	GASOLINA_97_SP	CL-TA	35772
2011	GASOLINA_97_SP	CL-AN	44543
2011	GASOLINA_97_SP	CL-AT	21148
2011	GASOLINA_97_SP	CL-CO	38442
2011	GASOLINA_97_SP	CL-AR	28198
2011	GASOLINA_97_SP	CL-RM	442100
2011	GASOLINA_97_SP	CL-VS	84054
2011	GASOLINA_97_SP	CL-LI	36903
2011	GASOLINA_97_SP	CL-ML	41501
2011	GASOLINA_97_SP	CL-BI	68354
2011	GASOLINA_97_SP	CL-LL	30617
2011	GASOLINA_97_SP	CL-AI	5778
2011	GASOLINA_97_SP	CL-MA	5856
2011	GASOLINA_97_SP	CL-LR	14342
2011	GASOLINA_97_SP	CL-AP	16600
2011	GASOLINA_AVIACION_1000130	CL-TA	622
2011	GASOLINA_AVIACION_1000130	CL-AN	69
2011	GASOLINA_AVIACION_1000130	CL-AT	122
2011	GASOLINA_AVIACION_1000130	CL-CO	77
2011	GASOLINA_AVIACION_1000130	CL-AR	257
2011	GASOLINA_AVIACION_1000130	CL-RM	1665
2011	GASOLINA_AVIACION_1000130	CL-VS	1526
2011	GASOLINA_AVIACION_1000130	CL-LI	143
2011	GASOLINA_AVIACION_1000130	CL-ML	296
2011	GASOLINA_AVIACION_1000130	CL-BI	350
2011	GASOLINA_AVIACION_1000130	CL-LL	849
2011	GASOLINA_AVIACION_1000130	CL-AI	155
2011	GASOLINA_AVIACION_1000130	CL-MA	119
2011	GASOLINA_AVIACION_1000130	CL-LR	36
2011	GASOLINA_AVIACION_1000130	CL-AP	120
2011	KEROSENE_AVIACION	CL-TA	51782
2011	KEROSENE_AVIACION	CL-AN	59998
2011	KEROSENE_AVIACION	CL-AT	7073
2011	KEROSENE_AVIACION	CL-CO	6834
2011	KEROSENE_AVIACION	CL-AR	8663
2011	KEROSENE_AVIACION	CL-RM	773706
2011	KEROSENE_AVIACION	CL-VS	9731
2011	KEROSENE_AVIACION	CL-LI	601
2011	KEROSENE_AVIACION	CL-ML	218
2011	KEROSENE_AVIACION	CL-BI	12789
2011	KEROSENE_AVIACION	CL-LL	27647
2011	KEROSENE_AVIACION	CL-AI	2140
2011	KEROSENE_AVIACION	CL-MA	25763
2011	KEROSENE_AVIACION	CL-LR	3464
2011	KEROSENE_AVIACION	CL-AP	9491
2011	KEROSENE_DOMESTICO	CL-TA	2519
2011	KEROSENE_DOMESTICO	CL-AN	11786
2011	KEROSENE_DOMESTICO	CL-AT	218
2011	KEROSENE_DOMESTICO	CL-CO	942
2011	KEROSENE_DOMESTICO	CL-AR	3459
2011	KEROSENE_DOMESTICO	CL-RM	92817
2011	KEROSENE_DOMESTICO	CL-VS	7716
2011	KEROSENE_DOMESTICO	CL-LI	10466
2011	KEROSENE_DOMESTICO	CL-ML	7848
2011	KEROSENE_DOMESTICO	CL-BI	12195
2011	KEROSENE_DOMESTICO	CL-LL	4710
2011	KEROSENE_DOMESTICO	CL-AI	1063
2011	KEROSENE_DOMESTICO	CL-MA	0
2011	KEROSENE_DOMESTICO	CL-LR	1374
2011	KEROSENE_DOMESTICO	CL-AP	91
2011	P_COMBUSTIBLE_180	CL-TA	1871
2011	P_COMBUSTIBLE_180	CL-AN	103881
2011	P_COMBUSTIBLE_180	CL-AT	25732
2011	P_COMBUSTIBLE_180	CL-CO	17011
2011	P_COMBUSTIBLE_180	CL-AR	1346
2011	P_COMBUSTIBLE_180	CL-RM	1003
2011	P_COMBUSTIBLE_180	CL-VS	481226
2011	P_COMBUSTIBLE_180	CL-LI	1996
2011	P_COMBUSTIBLE_180	CL-ML	3668
