year	combustible	region	m3
2011	P_COMBUSTIBLE_180	CL-BI	53291
2011	P_COMBUSTIBLE_180	CL-LL	7794
2011	P_COMBUSTIBLE_180	CL-AI	0
2011	P_COMBUSTIBLE_180	CL-MA	0
2011	P_COMBUSTIBLE_180	CL-LR	9700
2011	P_COMBUSTIBLE_180	CL-AP	0
2011	P_COMBUSTIBLE_5	CL-TA	0
2011	P_COMBUSTIBLE_5	CL-AN	0
2011	P_COMBUSTIBLE_5	CL-AT	0
2011	P_COMBUSTIBLE_5	CL-CO	0
2011	P_COMBUSTIBLE_5	CL-AR	1873
2011	P_COMBUSTIBLE_5	CL-RM	0
2011	P_COMBUSTIBLE_5	CL-VS	4167
2011	P_COMBUSTIBLE_5	CL-LI	20906
2011	P_COMBUSTIBLE_5	CL-ML	2693
2011	P_COMBUSTIBLE_5	CL-BI	10760
2011	P_COMBUSTIBLE_5	CL-LL	2933
2011	P_COMBUSTIBLE_5	CL-AI	0
2011	P_COMBUSTIBLE_5	CL-MA	0
2011	P_COMBUSTIBLE_5	CL-LR	5676
2011	P_COMBUSTIBLE_5	CL-AP	0
2011	P_COMBUSTIBLE_6	CL-TA	122696
2011	P_COMBUSTIBLE_6	CL-AN	163727
2011	P_COMBUSTIBLE_6	CL-AT	39405
2011	P_COMBUSTIBLE_6	CL-CO	4206
2011	P_COMBUSTIBLE_6	CL-AR	6485
2011	P_COMBUSTIBLE_6	CL-RM	26753
2011	P_COMBUSTIBLE_6	CL-VS	124552
2011	P_COMBUSTIBLE_6	CL-LI	45980
2011	P_COMBUSTIBLE_6	CL-ML	81841
2011	P_COMBUSTIBLE_6	CL-BI	362813
2011	P_COMBUSTIBLE_6	CL-LL	26279
2011	P_COMBUSTIBLE_6	CL-AI	0
2011	P_COMBUSTIBLE_6	CL-MA	0
2011	P_COMBUSTIBLE_6	CL-LR	45917
2011	P_COMBUSTIBLE_6	CL-AP	23571
2011	P_DIESEL	CL-TA	0
2011	P_DIESEL	CL-AN	0
2011	P_DIESEL	CL-AT	0
2011	P_DIESEL	CL-CO	0
2011	P_DIESEL	CL-AR	0
2011	P_DIESEL	CL-RM	0
2011	P_DIESEL	CL-VS	0
2011	P_DIESEL	CL-LI	0
2011	P_DIESEL	CL-ML	0
2011	P_DIESEL	CL-BI	0
2011	P_DIESEL	CL-LL	0
2011	P_DIESEL	CL-AI	0
2011	P_DIESEL	CL-MA	0
2011	P_DIESEL	CL-LR	0
2011	P_DIESEL	CL-AP	0
2011	P_DIESEL_A1	CL-TA	42
2011	P_DIESEL_A1	CL-AN	80
2011	P_DIESEL_A1	CL-AT	94
2011	P_DIESEL_A1	CL-CO	143
2011	P_DIESEL_A1	CL-AR	597
2011	P_DIESEL_A1	CL-RM	1566676
2011	P_DIESEL_A1	CL-VS	18370
2011	P_DIESEL_A1	CL-LI	9713
2011	P_DIESEL_A1	CL-ML	585
2011	P_DIESEL_A1	CL-BI	708
2011	P_DIESEL_A1	CL-LL	924
2011	P_DIESEL_A1	CL-AI	1
2011	P_DIESEL_A1	CL-MA	11
2011	P_DIESEL_A1	CL-LR	253
2011	P_DIESEL_A1	CL-AP	167
2011	P_DIESEL_B	CL-TA	449007
2011	P_DIESEL_B	CL-AN	1513946
2011	P_DIESEL_B	CL-AT	490086
2011	P_DIESEL_B	CL-CO	406702
2011	P_DIESEL_B	CL-AR	243020
2011	P_DIESEL_B	CL-RM	1109
2011	P_DIESEL_B	CL-VS	780715
2011	P_DIESEL_B	CL-LI	284826
2011	P_DIESEL_B	CL-ML	338445
2011	P_DIESEL_B	CL-BI	983611
2011	P_DIESEL_B	CL-LL	403126
2011	P_DIESEL_B	CL-AI	94483
2011	P_DIESEL_B	CL-MA	89082
2011	P_DIESEL_B	CL-LR	144972
2011	P_DIESEL_B	CL-AP	88427
2011	P_DIESEL_INVERNAL	CL-TA	6051
2011	P_DIESEL_INVERNAL	CL-AN	16883
2011	P_DIESEL_INVERNAL	CL-AT	4077
2011	P_DIESEL_INVERNAL	CL-CO	1657
2011	P_DIESEL_INVERNAL	CL-AR	258
2011	P_DIESEL_INVERNAL	CL-RM	0
2011	P_DIESEL_INVERNAL	CL-VS	5570
2011	P_DIESEL_INVERNAL	CL-LI	771
2011	P_DIESEL_INVERNAL	CL-ML	781
2011	P_DIESEL_INVERNAL	CL-BI	4209
2011	P_DIESEL_INVERNAL	CL-LL	1643
2011	P_DIESEL_INVERNAL	CL-AI	992
2011	P_DIESEL_INVERNAL	CL-MA	468
2011	P_DIESEL_INVERNAL	CL-LR	830
2011	P_DIESEL_INVERNAL	CL-AP	573
2012	GASOLINA_93_SP	CL-TA	44671
2012	GASOLINA_93_SP	CL-AN	68718
2012	GASOLINA_93_SP	CL-AT	38621
2012	GASOLINA_93_SP	CL-CO	87159
2012	GASOLINA_93_SP	CL-AR	75312
2012	GASOLINA_93_SP	CL-RM	834579
2012	GASOLINA_93_SP	CL-VS	203440
2012	GASOLINA_93_SP	CL-LI	87676
2012	GASOLINA_93_SP	CL-ML	108264
2012	GASOLINA_93_SP	CL-BI	189728
2012	GASOLINA_93_SP	CL-LL	78696
2012	GASOLINA_93_SP	CL-AI	13097
2012	GASOLINA_93_SP	CL-MA	19067
2012	GASOLINA_93_SP	CL-LR	30011
2012	GASOLINA_93_SP	CL-AP	42222
2012	GASOLINA_95_SP	CL-TA	16963
2012	GASOLINA_95_SP	CL-AN	28134
2012	GASOLINA_95_SP	CL-AT	15255
2012	GASOLINA_95_SP	CL-CO	45869
2012	GASOLINA_95_SP	CL-AR	48095
2012	GASOLINA_95_SP	CL-RM	399473
2012	GASOLINA_95_SP	CL-VS	97997
2012	GASOLINA_95_SP	CL-LI	38596
2012	GASOLINA_95_SP	CL-ML	57326
2012	GASOLINA_95_SP	CL-BI	113055
2012	GASOLINA_95_SP	CL-LL	49326
2012	GASOLINA_95_SP	CL-AI	4381
2012	GASOLINA_95_SP	CL-MA	1624
2012	GASOLINA_95_SP	CL-LR	17343
2012	GASOLINA_95_SP	CL-AP	3645
2012	GASOLINA_97_SP	CL-TA	39505
2012	GASOLINA_97_SP	CL-AN	43835
2012	GASOLINA_97_SP	CL-AT	22383
2012	GASOLINA_97_SP	CL-CO	39114
2012	GASOLINA_97_SP	CL-AR	30701
2012	GASOLINA_97_SP	CL-RM	412439
2012	GASOLINA_97_SP	CL-VS	80964
2012	GASOLINA_97_SP	CL-LI	37573
2012	GASOLINA_97_SP	CL-ML	41381
2012	GASOLINA_97_SP	CL-BI	68302
2012	GASOLINA_97_SP	CL-LL	30997
2012	GASOLINA_97_SP	CL-AI	5350
2012	GASOLINA_97_SP	CL-MA	5750
2012	GASOLINA_97_SP	CL-LR	14405
2012	GASOLINA_97_SP	CL-AP	25174
2012	GASOLINA_AVIACION_1000130	CL-TA	505.16
2012	GASOLINA_AVIACION_1000130	CL-AN	71.83
2012	GASOLINA_AVIACION_1000130	CL-AT	142.11
2012	GASOLINA_AVIACION_1000130	CL-CO	124.01
2012	GASOLINA_AVIACION_1000130	CL-AR	250.66
2012	GASOLINA_AVIACION_1000130	CL-RM	1834.58
2012	GASOLINA_AVIACION_1000130	CL-VS	453.46
2012	GASOLINA_AVIACION_1000130	CL-LI	151
2012	GASOLINA_AVIACION_1000130	CL-ML	304
2012	GASOLINA_AVIACION_1000130	CL-BI	378.77
2012	GASOLINA_AVIACION_1000130	CL-LL	1010.42
2012	GASOLINA_AVIACION_1000130	CL-AI	158.5
2012	GASOLINA_AVIACION_1000130	CL-MA	121.59
2012	GASOLINA_AVIACION_1000130	CL-LR	36
2012	GASOLINA_AVIACION_1000130	CL-AP	71.82
2012	KEROSENE_AVIACION	CL-TA	52347
2012	KEROSENE_AVIACION	CL-AN	69964
2012	KEROSENE_AVIACION	CL-AT	7498
2012	KEROSENE_AVIACION	CL-CO	8171
2012	KEROSENE_AVIACION	CL-AR	9201
2012	KEROSENE_AVIACION	CL-RM	887000
2012	KEROSENE_AVIACION	CL-VS	12970
2012	KEROSENE_AVIACION	CL-LI	716
2012	KEROSENE_AVIACION	CL-ML	351
2012	KEROSENE_AVIACION	CL-BI	12763
2012	KEROSENE_AVIACION	CL-LL	29800
2012	KEROSENE_AVIACION	CL-AI	1750
2012	KEROSENE_AVIACION	CL-MA	27114
2012	KEROSENE_AVIACION	CL-LR	3526
2012	KEROSENE_AVIACION	CL-AP	11021
2012	KEROSENE_DOMESTICO	CL-TA	2542
2012	KEROSENE_DOMESTICO	CL-AN	8425
2012	KEROSENE_DOMESTICO	CL-AT	141
2012	KEROSENE_DOMESTICO	CL-CO	778
2012	KEROSENE_DOMESTICO	CL-AR	3454
2012	KEROSENE_DOMESTICO	CL-RM	82301
2012	KEROSENE_DOMESTICO	CL-VS	6665
2012	KEROSENE_DOMESTICO	CL-LI	9353
2012	KEROSENE_DOMESTICO	CL-ML	7600
2012	KEROSENE_DOMESTICO	CL-BI	11029
2012	KEROSENE_DOMESTICO	CL-LL	4930
2012	KEROSENE_DOMESTICO	CL-AI	1138
2012	KEROSENE_DOMESTICO	CL-MA	0
2012	KEROSENE_DOMESTICO	CL-LR	1273
2012	KEROSENE_DOMESTICO	CL-AP	40
2012	P_COMBUSTIBLE_180	CL-TA	147
2012	P_COMBUSTIBLE_180	CL-AN	56321
2012	P_COMBUSTIBLE_180	CL-AT	22218
2012	P_COMBUSTIBLE_180	CL-CO	11397
2012	P_COMBUSTIBLE_180	CL-AR	937
2012	P_COMBUSTIBLE_180	CL-RM	884
2012	P_COMBUSTIBLE_180	CL-VS	284875
2012	P_COMBUSTIBLE_180	CL-LI	978
2012	P_COMBUSTIBLE_180	CL-ML	3533
2012	P_COMBUSTIBLE_180	CL-BI	61632
2012	P_COMBUSTIBLE_180	CL-LL	5751
2012	P_COMBUSTIBLE_180	CL-AI	0
2012	P_COMBUSTIBLE_180	CL-MA	4100
2012	P_COMBUSTIBLE_180	CL-LR	8067
2012	P_COMBUSTIBLE_180	CL-AP	0
2012	P_COMBUSTIBLE_5	CL-TA	0
2012	P_COMBUSTIBLE_5	CL-AN	0
2012	P_COMBUSTIBLE_5	CL-AT	0
2012	P_COMBUSTIBLE_5	CL-CO	28
2012	P_COMBUSTIBLE_5	CL-AR	2376
2012	P_COMBUSTIBLE_5	CL-RM	0
2012	P_COMBUSTIBLE_5	CL-VS	2729
2012	P_COMBUSTIBLE_5	CL-LI	19413
2012	P_COMBUSTIBLE_5	CL-ML	4262
2012	P_COMBUSTIBLE_5	CL-BI	5878
2012	P_COMBUSTIBLE_5	CL-LL	4641
2012	P_COMBUSTIBLE_5	CL-AI	0
2012	P_COMBUSTIBLE_5	CL-MA	0
2012	P_COMBUSTIBLE_5	CL-LR	6251
2012	P_COMBUSTIBLE_5	CL-AP	0
2012	P_COMBUSTIBLE_6	CL-TA	94107
2012	P_COMBUSTIBLE_6	CL-AN	131985
2012	P_COMBUSTIBLE_6	CL-AT	37000
2012	P_COMBUSTIBLE_6	CL-CO	4141
2012	P_COMBUSTIBLE_6	CL-AR	5165
2012	P_COMBUSTIBLE_6	CL-RM	10369
2012	P_COMBUSTIBLE_6	CL-VS	111719
2012	P_COMBUSTIBLE_6	CL-LI	36963
2012	P_COMBUSTIBLE_6	CL-ML	81031
2012	P_COMBUSTIBLE_6	CL-BI	383787
2012	P_COMBUSTIBLE_6	CL-LL	26209
2012	P_COMBUSTIBLE_6	CL-AI	0
2012	P_COMBUSTIBLE_6	CL-MA	0
2012	P_COMBUSTIBLE_6	CL-LR	52485
2012	P_COMBUSTIBLE_6	CL-AP	20369
2012	P_DIESEL	CL-TA	0
2012	P_DIESEL	CL-AN	0
2012	P_DIESEL	CL-AT	0
2012	P_DIESEL	CL-CO	0
2012	P_DIESEL	CL-AR	0
2012	P_DIESEL	CL-RM	0
2012	P_DIESEL	CL-VS	0
2012	P_DIESEL	CL-LI	0
2012	P_DIESEL	CL-ML	0
2012	P_DIESEL	CL-BI	0
2012	P_DIESEL	CL-LL	0
2012	P_DIESEL	CL-AI	0
2012	P_DIESEL	CL-MA	0
2012	P_DIESEL	CL-LR	0
2012	P_DIESEL	CL-AP	0
2012	P_DIESEL_A1	CL-TA	918
2012	P_DIESEL_A1	CL-AN	71
2012	P_DIESEL_A1	CL-AT	165
2012	P_DIESEL_A1	CL-CO	2041
2012	P_DIESEL_A1	CL-AR	458
2012	P_DIESEL_A1	CL-RM	1550475
2012	P_DIESEL_A1	CL-VS	9150
2012	P_DIESEL_A1	CL-LI	6694
2012	P_DIESEL_A1	CL-ML	935
2012	P_DIESEL_A1	CL-BI	547
2012	P_DIESEL_A1	CL-LL	911
2012	P_DIESEL_A1	CL-AI	0
2012	P_DIESEL_A1	CL-MA	3
2012	P_DIESEL_A1	CL-LR	225
2012	P_DIESEL_A1	CL-AP	62
2012	P_DIESEL_B	CL-TA	489163
2012	P_DIESEL_B	CL-AN	1648482
2012	P_DIESEL_B	CL-AT	539557
2012	P_DIESEL_B	CL-CO	366307
2012	P_DIESEL_B	CL-AR	253604
2012	P_DIESEL_B	CL-RM	1641
2012	P_DIESEL_B	CL-VS	946414
2012	P_DIESEL_B	CL-LI	315199
2012	P_DIESEL_B	CL-ML	331299
2012	P_DIESEL_B	CL-BI	861533
2012	P_DIESEL_B	CL-LL	420445
2012	P_DIESEL_B	CL-AI	93494
2012	P_DIESEL_B	CL-MA	113131
2012	P_DIESEL_B	CL-LR	154546
2012	P_DIESEL_B	CL-AP	99825
2012	P_DIESEL_INVERNAL	CL-TA	6802
2012	P_DIESEL_INVERNAL	CL-AN	18224
2012	P_DIESEL_INVERNAL	CL-AT	4367
2012	P_DIESEL_INVERNAL	CL-CO	1200
2012	P_DIESEL_INVERNAL	CL-AR	244
2012	P_DIESEL_INVERNAL	CL-RM	0
2012	P_DIESEL_INVERNAL	CL-VS	8124
2012	P_DIESEL_INVERNAL	CL-LI	778
2012	P_DIESEL_INVERNAL	CL-ML	581
2012	P_DIESEL_INVERNAL	CL-BI	3251
2012	P_DIESEL_INVERNAL	CL-LL	1644
2012	P_DIESEL_INVERNAL	CL-AI	974
2012	P_DIESEL_INVERNAL	CL-MA	822
2012	P_DIESEL_INVERNAL	CL-LR	1182
2012	P_DIESEL_INVERNAL	CL-AP	777
2013	GASOLINA_93_SP	CL-TA	61622
2013	GASOLINA_93_SP	CL-AN	77197
2013	GASOLINA_93_SP	CL-AT	43319
2013	GASOLINA_93_SP	CL-CO	96462
2013	GASOLINA_93_SP	CL-AR	82437
2013	GASOLINA_93_SP	CL-RM	915087
2013	GASOLINA_93_SP	CL-VS	218151
2013	GASOLINA_93_SP	CL-LI	94584
2013	GASOLINA_93_SP	CL-ML	128288
2013	GASOLINA_93_SP	CL-BI	207199
2013	GASOLINA_93_SP	CL-LL	87674
2013	GASOLINA_93_SP	CL-AI	16047
2013	GASOLINA_93_SP	CL-MA	19177
2013	GASOLINA_93_SP	CL-LR	32520
2013	GASOLINA_93_SP	CL-AP	25245
2013	GASOLINA_95_SP	CL-TA	17196
2013	GASOLINA_95_SP	CL-AN	28214
2013	GASOLINA_95_SP	CL-AT	17235
2013	GASOLINA_95_SP	CL-CO	45272
2013	GASOLINA_95_SP	CL-AR	48338
2013	GASOLINA_95_SP	CL-RM	380995
2013	GASOLINA_95_SP	CL-VS	84830
2013	GASOLINA_95_SP	CL-LI	32404
2013	GASOLINA_95_SP	CL-ML	59168
2013	GASOLINA_95_SP	CL-BI	105701
2013	GASOLINA_95_SP	CL-LL	52269
2013	GASOLINA_95_SP	CL-AI	5714
2013	GASOLINA_95_SP	CL-MA	1329
2013	GASOLINA_95_SP	CL-LR	17156
2013	GASOLINA_95_SP	CL-AP	3903
2013	GASOLINA_97_SP	CL-TA	40953
2013	GASOLINA_97_SP	CL-AN	48488
2013	GASOLINA_97_SP	CL-AT	24662
2013	GASOLINA_97_SP	CL-CO	43450
2013	GASOLINA_97_SP	CL-AR	33812
2013	GASOLINA_97_SP	CL-RM	413778
2013	GASOLINA_97_SP	CL-VS	84573
2013	GASOLINA_97_SP	CL-LI	41485
2013	GASOLINA_97_SP	CL-ML	47251
2013	GASOLINA_97_SP	CL-BI	74314
2013	GASOLINA_97_SP	CL-LL	35680
2013	GASOLINA_97_SP	CL-AI	5757
2013	GASOLINA_97_SP	CL-MA	6013
2013	GASOLINA_97_SP	CL-LR	15588
2013	GASOLINA_97_SP	CL-AP	15366
2013	GASOLINA_AVIACION_1000130	CL-TA	522
2013	GASOLINA_AVIACION_1000130	CL-AN	66
2013	GASOLINA_AVIACION_1000130	CL-AT	98
2013	GASOLINA_AVIACION_1000130	CL-CO	107
2013	GASOLINA_AVIACION_1000130	CL-AR	234
2013	GASOLINA_AVIACION_1000130	CL-RM	2088
2013	GASOLINA_AVIACION_1000130	CL-VS	529
2013	GASOLINA_AVIACION_1000130	CL-LI	221
2013	GASOLINA_AVIACION_1000130	CL-ML	260
2013	GASOLINA_AVIACION_1000130	CL-BI	394
2013	GASOLINA_AVIACION_1000130	CL-LL	1005
2013	GASOLINA_AVIACION_1000130	CL-AI	165
2013	GASOLINA_AVIACION_1000130	CL-MA	107
2013	GASOLINA_AVIACION_1000130	CL-LR	42
2013	GASOLINA_AVIACION_1000130	CL-AP	41
2013	KEROSENE_AVIACION	CL-TA	52654
2013	KEROSENE_AVIACION	CL-AN	90615
2013	KEROSENE_AVIACION	CL-AT	11960
2013	KEROSENE_AVIACION	CL-CO	8864
2013	KEROSENE_AVIACION	CL-AR	8282
2013	KEROSENE_AVIACION	CL-RM	944282
2013	KEROSENE_AVIACION	CL-VS	9582
2013	KEROSENE_AVIACION	CL-LI	895
2013	KEROSENE_AVIACION	CL-ML	340
2013	KEROSENE_AVIACION	CL-BI	14143
2013	KEROSENE_AVIACION	CL-LL	35569
2013	KEROSENE_AVIACION	CL-AI	2629
2013	KEROSENE_AVIACION	CL-MA	30464
2013	KEROSENE_AVIACION	CL-LR	4987
2013	KEROSENE_AVIACION	CL-AP	12076
2013	KEROSENE_DOMESTICO	CL-TA	460
2013	KEROSENE_DOMESTICO	CL-AN	776
2013	KEROSENE_DOMESTICO	CL-AT	202
2013	KEROSENE_DOMESTICO	CL-CO	967
2013	KEROSENE_DOMESTICO	CL-AR	3786
2013	KEROSENE_DOMESTICO	CL-RM	83323
2013	KEROSENE_DOMESTICO	CL-VS	6765
2013	KEROSENE_DOMESTICO	CL-LI	9539
2013	KEROSENE_DOMESTICO	CL-ML	7611
2013	KEROSENE_DOMESTICO	CL-BI	11510
2013	KEROSENE_DOMESTICO	CL-LL	5142
2013	KEROSENE_DOMESTICO	CL-AI	1171
2013	KEROSENE_DOMESTICO	CL-MA	10
2013	KEROSENE_DOMESTICO	CL-LR	1422
2013	KEROSENE_DOMESTICO	CL-AP	20
2013	P_COMBUSTIBLE_180	CL-TA	1610
2013	P_COMBUSTIBLE_180	CL-AN	12526
2013	P_COMBUSTIBLE_180	CL-AT	9583
2013	P_COMBUSTIBLE_180	CL-CO	10080
2013	P_COMBUSTIBLE_180	CL-AR	0
2013	P_COMBUSTIBLE_180	CL-RM	565
2013	P_COMBUSTIBLE_180	CL-VS	274869
2013	P_COMBUSTIBLE_180	CL-LI	654
2013	P_COMBUSTIBLE_180	CL-ML	711
2013	P_COMBUSTIBLE_180	CL-BI	60863
2013	P_COMBUSTIBLE_180	CL-LL	0
2013	P_COMBUSTIBLE_180	CL-AI	0
2013	P_COMBUSTIBLE_180	CL-MA	0
2013	P_COMBUSTIBLE_180	CL-LR	0
2013	P_COMBUSTIBLE_180	CL-AP	0
2013	P_COMBUSTIBLE_5	CL-TA	0
2013	P_COMBUSTIBLE_5	CL-AN	0
2013	P_COMBUSTIBLE_5	CL-AT	0
2013	P_COMBUSTIBLE_5	CL-CO	29
2013	P_COMBUSTIBLE_5	CL-AR	1322
2013	P_COMBUSTIBLE_5	CL-RM	0
2013	P_COMBUSTIBLE_5	CL-VS	1539
2013	P_COMBUSTIBLE_5	CL-LI	12022
2013	P_COMBUSTIBLE_5	CL-ML	0
2013	P_COMBUSTIBLE_5	CL-BI	3143
2013	P_COMBUSTIBLE_5	CL-LL	3670
2013	P_COMBUSTIBLE_5	CL-AI	0
2013	P_COMBUSTIBLE_5	CL-MA	0
2013	P_COMBUSTIBLE_5	CL-LR	5920
2013	P_COMBUSTIBLE_5	CL-AP	0
2013	P_COMBUSTIBLE_6	CL-TA	68937
2013	P_COMBUSTIBLE_6	CL-AN	155517
2013	P_COMBUSTIBLE_6	CL-AT	36414
2013	P_COMBUSTIBLE_6	CL-CO	3511
2013	P_COMBUSTIBLE_6	CL-AR	6181
2013	P_COMBUSTIBLE_6	CL-RM	6584
2013	P_COMBUSTIBLE_6	CL-VS	26347
2013	P_COMBUSTIBLE_6	CL-LI	36067
2013	P_COMBUSTIBLE_6	CL-ML	73244
2013	P_COMBUSTIBLE_6	CL-BI	314668
2013	P_COMBUSTIBLE_6	CL-LL	24763
2013	P_COMBUSTIBLE_6	CL-AI	325
2013	P_COMBUSTIBLE_6	CL-MA	0
2013	P_COMBUSTIBLE_6	CL-LR	47620
2013	P_COMBUSTIBLE_6	CL-AP	18092
2013	P_DIESEL	CL-TA	0
2013	P_DIESEL	CL-AN	0
2013	P_DIESEL	CL-AT	0
2013	P_DIESEL	CL-CO	0
2013	P_DIESEL	CL-AR	0
2013	P_DIESEL	CL-RM	0
2013	P_DIESEL	CL-VS	0
2013	P_DIESEL	CL-LI	0
2013	P_DIESEL	CL-ML	0
2013	P_DIESEL	CL-BI	0
2013	P_DIESEL	CL-LL	0
2013	P_DIESEL	CL-AI	0
2013	P_DIESEL	CL-MA	0
2013	P_DIESEL	CL-LR	0
2013	P_DIESEL	CL-AP	0
2013	P_DIESEL_A1	CL-TA	0
2013	P_DIESEL_A1	CL-AN	0
2013	P_DIESEL_A1	CL-AT	0
2013	P_DIESEL_A1	CL-CO	185
2013	P_DIESEL_A1	CL-AR	0
2013	P_DIESEL_A1	CL-RM	1550140
2013	P_DIESEL_A1	CL-VS	19773
2013	P_DIESEL_A1	CL-LI	16446
2013	P_DIESEL_A1	CL-ML	32
2013	P_DIESEL_A1	CL-BI	0
2013	P_DIESEL_A1	CL-LL	0
2013	P_DIESEL_A1	CL-AI	0
2013	P_DIESEL_A1	CL-MA	0
2013	P_DIESEL_A1	CL-LR	0
2013	P_DIESEL_A1	CL-AP	0
2013	P_DIESEL_B	CL-TA	516168
2013	P_DIESEL_B	CL-AN	1927002
2013	P_DIESEL_B	CL-AT	549495
2013	P_DIESEL_B	CL-CO	393072
2013	P_DIESEL_B	CL-AR	250047
2013	P_DIESEL_B	CL-RM	846
2013	P_DIESEL_B	CL-VS	703808
2013	P_DIESEL_B	CL-LI	350548
2013	P_DIESEL_B	CL-ML	355351
2013	P_DIESEL_B	CL-BI	789870
2013	P_DIESEL_B	CL-LL	405535
2013	P_DIESEL_B	CL-AI	106818
2013	P_DIESEL_B	CL-MA	148969
2013	P_DIESEL_B	CL-LR	152952
2013	P_DIESEL_B	CL-AP	86629
2013	P_DIESEL_INVERNAL	CL-TA	7084
2013	P_DIESEL_INVERNAL	CL-AN	22301
2013	P_DIESEL_INVERNAL	CL-AT	4517
2013	P_DIESEL_INVERNAL	CL-CO	1116
2013	P_DIESEL_INVERNAL	CL-AR	196
2013	P_DIESEL_INVERNAL	CL-RM	0
2013	P_DIESEL_INVERNAL	CL-VS	3117
2013	P_DIESEL_INVERNAL	CL-LI	1001
2013	P_DIESEL_INVERNAL	CL-ML	586
2013	P_DIESEL_INVERNAL	CL-BI	2273
2013	P_DIESEL_INVERNAL	CL-LL	1276
2013	P_DIESEL_INVERNAL	CL-AI	889
2013	P_DIESEL_INVERNAL	CL-MA	1043
2013	P_DIESEL_INVERNAL	CL-LR	1153
2013	P_DIESEL_INVERNAL	CL-AP	481
2014	GASOLINA_93_SP	CL-TA	71747
2014	GASOLINA_93_SP	CL-AN	82548
2014	GASOLINA_93_SP	CL-AT	56673
2014	GASOLINA_93_SP	CL-CO	88976
2014	GASOLINA_93_SP	CL-AR	74225
2014	GASOLINA_93_SP	CL-RM	832368
2014	GASOLINA_93_SP	CL-VS	184260
2014	GASOLINA_93_SP	CL-LI	73418
2014	GASOLINA_93_SP	CL-ML	118831
2014	GASOLINA_93_SP	CL-BI	172325
2014	GASOLINA_93_SP	CL-LL	81987
2014	GASOLINA_93_SP	CL-AI	25736
2014	GASOLINA_93_SP	CL-MA	28394
2014	GASOLINA_93_SP	CL-LR	62315
2014	GASOLINA_93_SP	CL-AP	59457
2014	GASOLINA_95_SP	CL-TA	32294
2014	GASOLINA_95_SP	CL-AN	54066
2014	GASOLINA_95_SP	CL-AT	22123
2014	GASOLINA_95_SP	CL-CO	38272
2014	GASOLINA_95_SP	CL-AR	43996
2014	GASOLINA_95_SP	CL-RM	637152
2014	GASOLINA_95_SP	CL-VS	62036
2014	GASOLINA_95_SP	CL-LI	40693
2014	GASOLINA_95_SP	CL-ML	61168
2014	GASOLINA_95_SP	CL-BI	99374
2014	GASOLINA_95_SP	CL-LL	54376
2014	GASOLINA_95_SP	CL-AI	13571
2014	GASOLINA_95_SP	CL-MA	12946
2014	GASOLINA_95_SP	CL-LR	42024
2014	GASOLINA_95_SP	CL-AP	36423
2014	GASOLINA_97_SP	CL-TA	43134
2014	GASOLINA_97_SP	CL-AN	37595
2014	GASOLINA_97_SP	CL-AT	25289
2014	GASOLINA_97_SP	CL-CO	37204
2014	GASOLINA_97_SP	CL-AR	28904
2014	GASOLINA_97_SP	CL-RM	233880
2014	GASOLINA_97_SP	CL-VS	56850
2014	GASOLINA_97_SP	CL-LI	25491
2014	GASOLINA_97_SP	CL-ML	36703
2014	GASOLINA_97_SP	CL-BI	54419
2014	GASOLINA_97_SP	CL-LL	31538
2014	GASOLINA_97_SP	CL-AI	8071
2014	GASOLINA_97_SP	CL-MA	8073
2014	GASOLINA_97_SP	CL-LR	21455
2014	GASOLINA_97_SP	CL-AP	21088
2014	GASOLINA_AVIACION_1000130	CL-TA	507
2014	GASOLINA_AVIACION_1000130	CL-AN	71
2014	GASOLINA_AVIACION_1000130	CL-AT	115
2014	GASOLINA_AVIACION_1000130	CL-CO	110
2014	GASOLINA_AVIACION_1000130	CL-AR	285
2014	GASOLINA_AVIACION_1000130	CL-RM	2045
2014	GASOLINA_AVIACION_1000130	CL-VS	612
2014	GASOLINA_AVIACION_1000130	CL-LI	263
2014	GASOLINA_AVIACION_1000130	CL-ML	229
2014	GASOLINA_AVIACION_1000130	CL-BI	413
2014	GASOLINA_AVIACION_1000130	CL-LL	1027
2014	GASOLINA_AVIACION_1000130	CL-AI	172
2014	GASOLINA_AVIACION_1000130	CL-MA	89
2014	GASOLINA_AVIACION_1000130	CL-LR	38
2014	GASOLINA_AVIACION_1000130	CL-AP	64
2014	KEROSENE_AVIACION	CL-TA	41040
2014	KEROSENE_AVIACION	CL-AN	85803
2014	KEROSENE_AVIACION	CL-AT	4886
2014	KEROSENE_AVIACION	CL-CO	8238
2014	KEROSENE_AVIACION	CL-AR	6867
2014	KEROSENE_AVIACION	CL-RM	969926
2014	KEROSENE_AVIACION	CL-VS	9565
2014	KEROSENE_AVIACION	CL-LI	675
2014	KEROSENE_AVIACION	CL-ML	1459
2014	KEROSENE_AVIACION	CL-BI	13983
2014	KEROSENE_AVIACION	CL-LL	29091
2014	KEROSENE_AVIACION	CL-AI	2569
2014	KEROSENE_AVIACION	CL-MA	28145
2014	KEROSENE_AVIACION	CL-LR	1818
2014	KEROSENE_AVIACION	CL-AP	13337
2014	KEROSENE_DOMESTICO	CL-TA	687
2014	KEROSENE_DOMESTICO	CL-AN	1083
2014	KEROSENE_DOMESTICO	CL-AT	768
2014	KEROSENE_DOMESTICO	CL-CO	1147
2014	KEROSENE_DOMESTICO	CL-AR	3311
